"","owner","farm_name","mill","in_country_partner","country_of_origin","altitude_low_meters","altitude_high_meters","altitude_mean_meters","number_of_bags","bag_weight","species","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","moisture","category_one_defects","category_two_defects","color","total_cup_points"
"1199","juan luis alvarado romero","various","las americas","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,250,"69 kg","Arabica","Other","Washed / Wet",7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,0.12,0,3,"Green",79
"1200","cafes finos de exportacion s de r.l.","various","cafes finos de exportacion s. de r.l.","Instituto Hondure<U+00F1>o del Café","Honduras",1350,1350,1350,275,"2 kg","Arabica","Pacas","Washed / Wet",7,7,7,7,7,7,10,10,10,0.11,0,12,"Green",79
"1201","sustainable harvest coffee",NA,NA,"Specialty Coffee Association","Peru",1400,1400,1400,280,"69 kg","Arabica","Typica","Washed / Wet",7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,0,0,4,NA,79
"1202","gonzalo de aquino flores",NA,"iliatenco, guerrero","AMECAFE","Mexico",1300,1300,1300,14,"1 kg","Arabica","Mundo Novo","Natural / Dry",6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,0.12,0,12,"None",79
"1203","israel eduardo paz garcia","el sauce","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1550,1550,1550,16,"1 kg","Arabica","Typica","Semi-washed / Semi-pulped",7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,0.14,3,17,"Green",79
"1204","juan avenamar rodriguez funez","pico del oro","el pacayal, amatenango de la frontera, chiapas","AMECAFE","Mexico",12,12,12,120,"1 kg","Arabica","Typica","Washed / Wet",7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,0.14,7,38,"Green",79
"1205","alfredo bojalil","santa teresa","amsa tuxtla","AMECAFE","Mexico",1300,1300,1300,250,"1 kg","Arabica","Typica","Washed / Wet",7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,0.12,0,8,"Green",78.92
"1206","israel eduardo paz garcia","la pandora","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1400,1400,1400,14,"1 kg","Arabica","Typica","Washed / Wet",7.5,7,6.92,7.08,6.92,6.75,10,10,10,0.16,0,0,"None",78.92
"1207","exportadora atlantic, s.a.","finca las marías","beneficio atlantic condega","Instituto Hondure<U+00F1>o del Café","Nicaragua",1100,1100,1100,1,"1 kg","Arabica","Caturra","Other",7.17,7,6.92,7,7,7,10,10,10,0.1,0,4,"Green",78.83
"1208","eileen koyanagi",NA,"kona pacific farmers cooperative","Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,11,"2 lbs","Arabica",NA,"Natural / Dry",7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,0.12,5,8,"Green",78.75
"1209","juan luis alvarado romero","la castellana","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",7.33,7.08,6.33,7.25,7,7,10,10,10,0.12,1,8,"Green",78.75
"1210","octavio augusto diaz trejo","la patrona, el trebol, la cadena","tlavictepan, huatusco","AMECAFE","Mexico",1320,1320,1320,20,"1 kg","Arabica","Typica","Washed / Wet",7.25,6.83,6.83,7,7.17,7,10,10,10,0.14,0,0,"Green",78.75
"1211","damaso martinez perez","el tesoro","el tesoro","AMECAFE","Mexico",1250,1250,1250,35,"1 kg","Arabica","Typica","Semi-washed / Semi-pulped",7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,0.14,0,0,"None",78.75
"1212","productores de especialidad emiliano zapeata, spr.","los encinos",NA,"AMECAFE","Mexico",1350,1350,1350,10,"1 kg","Arabica","Bourbon","Washed / Wet",7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,0.12,0,0,NA,78.75
"1213","adam ciruli ye","alicia's farm","yunnan louis herbs r&d center","Specialty Coffee Association","China",1850,1850,1850,1,"2 kg","Arabica","Typica","Washed / Wet",7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,0,0,5,"Green",78.67
"1214","juan garcia hernandez","los pinos","los pinoslos pinos","AMECAFE","Mexico",1150,1150,1150,20,"1 kg","Arabica","Caturra","Washed / Wet",6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,0.13,0,2,"None",78.67
"1215","exportadora atlantic, s.a.","los saltarines","beneficio atlantic condega","Instituto Hondure<U+00F1>o del Café","Nicaragua",NA,NA,NA,275,"69 kg","Arabica",NA,NA,7.08,7,6.75,6.83,7.08,6.92,10,10,10,0.1,1,7,"Green",78.58
"1216","exportadora atlantic, s.a.",NA,NA,"Asociación de Cafés Especiales de Nicaragua","Nicaragua",NA,NA,NA,275,"2 kg","Arabica",NA,"Natural / Dry",6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,0.11,1,1,"Green",78.58
"1217","juan luis alvarado romero","various","las americas","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,250,"69 kg","Arabica","Other","Washed / Wet",7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,0.12,0,3,"Green",78.58
"1218","lin, che-hao krude 林哲豪","kan tou mountain coffee 崁頭山咖啡館","kan tou mountain coffee 崁頭山咖啡館","Specialty Coffee Association","Taiwan",800,800,800,50,"20 kg","Arabica","Typica","Washed / Wet",6.83,6.75,7.17,7.25,7,6.92,10,10,10,0.1,0,0,"Green",78.58
"1219","alfredo bojalil","grapos el porvenir","agroindustrias unidas de mexico","AMECAFE","Mexico",1400,1400,1400,250,"1 kg","Arabica","Typica","Washed / Wet",7,7,6.75,7.33,6.92,6.92,10,10,10,0.13,0,1,"Green",78.58
"1220","organizaciones de productores de cafe colimense","cofradia","beneficio de cafetaleros el remudadero s.p.r. de r.l.","AMECAFE","Mexico",1300,1300,1300,50,"1 kg","Arabica","Typica","Washed / Wet",7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,0.1,0,1,NA,78.58
"1221","kona pacific farmers cooperative","kona farms",NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,8,"100 lbs","Arabica",NA,NA,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,0,0,0,NA,78.58
"1222","kurt kappeli","various","beneficio san fernando","Specialty Coffee Association","Mexico",1600,1600,1600,280,"69 kg","Arabica","Bourbon","Washed / Wet",7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,0,0,0,"Green",78.5
"1223","rosario miguel hernandez","finca sego","villa talea de castro, oaxaca","AMECAFE","Mexico",1400,1400,1400,10,"1 kg","Arabica","Typica","Washed / Wet",7.08,6.83,6.83,7,7,6.92,10,10,10,0.12,0,14,"None",78.5
"1224","francisco ruiz nunez","cerca de los angeles","beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl","AMECAFE","Mexico",1200,1200,1200,20,"1 kg","Arabica","Caturra","Washed / Wet",7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,0.13,1,3,"Green",78.5
"1225","bourbon specialty coffees","santa maria",NA,"Brazil Specialty Coffee Association","Brazil",NA,NA,NA,300,"60 kg","Arabica","Catuai","Natural / Dry",6.83,7,6.92,7.08,6.92,6.83,10,10,10,0.12,3,4,"Green",78.42
"1226","israel eduardo paz garcia","el naranjo","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1500,1500,1500,10,"1 kg","Arabica","Typica","Washed / Wet",7.58,7.17,7,7.17,7.33,7,8,10,10,0.14,0,0,"None",78.42
"1227","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,5,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,0.1,0,0,"Bluish-Green",78.33
"1228","juan luis alvarado romero","various","las americas","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,275,"69 kg","Arabica","Other","Washed / Wet",7.17,6.5,6.67,7,7.17,7.17,10,10,10,0.1,0,2,"Green",78.33
"1229","juan luis alvarado romero","el sacramento","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.17,7.17,6.5,7.17,7,6.83,10,10,10,0.11,1,4,"Green",78.33
"1230","pablo cervantes morelos","llano hermoso","llano hermoso, xochitonalco huautla, oaxaca","AMECAFE","Mexico",1300,1300,1300,100,"1 kg","Arabica","Typica","Natural / Dry",7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,0.13,31,47,"Green",78.33
"1231","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,0.11,0,9,"Green",78.33
"1232","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,18,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,0.11,2,8,"Green",78.25
"1233","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,5,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,0.11,4,31,"Green",78.25
"1234","sanjava coffee","various","east java","Specialty Coffee Association of Indonesia","Indonesia",1300,1300,1300,2,"1 kg","Arabica","Java","Washed / Wet",6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,0.13,0,1,NA,78.17
"1235","gustavo amieva gonzalez",NA,"cordoba, ver.","AMECAFE","Mexico",1050,1050,1050,320,"1 kg","Arabica","Typica","Washed / Wet",7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,0.11,0,3,"Green",78.08
"1236","lin, che-hao krude 林哲豪","大鋤花間 (hoe vs. flower coffee farm)","大鋤花間 (hoe vs. flower coffee farm)","Specialty Coffee Association","Taiwan",650,650,650,8,"10 kg","Arabica","Yellow Bourbon","Washed / Wet",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,0,3,4,"Green",78
"1237","cafes finos de exportacion s de r.l.","various","cafes finos de exportacion s. de r.l.","Instituto Hondure<U+00F1>o del Café","Honduras",1350,1350,1350,275,"2 kg","Arabica","Pacas","Natural / Dry",6.83,7,6.67,7,7,6.83,10,10,10,0.11,2,6,"Green",78
"1238","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,5,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,0.12,2,3,"Green",78
"1239","juan luis alvarado romero","various","las americas","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,275,"69 kg","Arabica","Other","Washed / Wet",7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,0.1,1,2,"Green",78
"1240","samuel eli gurel","hani","hani","Specialty Coffee Association","China",1200,1200,1200,16,"2 kg","Arabica","Typica","Washed / Wet",7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,0.1,0,28,"Green",78
"1241","juan luis alvarado romero","la union monte verde","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",7,6.83,6.83,7.17,6.67,6.83,10,10,10,0.11,3,9,"Green",78
"1242","alejandro garcia palacios","finca la fortuna","finca la fortuna","AMECAFE","Mexico",850,850,850,10,"1 kg","Arabica","Other","Washed / Wet",7.25,7.33,7,7,7.25,7.08,10,10,8,0.12,2,7,"Green",78
"1243","mao-heng chu",NA,NA,"Specialty Coffee Association","Colombia",NA,NA,NA,202,"70 kg","Arabica",NA,NA,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,0.1,1,3,"Green",78
"1244","santa laura exportadora de cafe s.l.e.c. s.a.","several","several","Specialty Coffee Association of Costa Rica","Costa Rica",1200,1200,1200,250,"1 kg","Arabica","Caturra","Washed / Wet",7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,0.12,2,4,"Green",77.92
"1245","gustavo abarca solis","el regadito","el regadito","AMECAFE","Mexico",1248,1248,1248,50,"1 kg","Arabica","Typica","Washed / Wet",7.42,7.25,7,7,7.25,7.08,8,10,10,0.11,0,3,"Green",77.92
"1246","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,0.11,0,7,"Green",77.92
"1247","bencafe, s. a.","el brigadum - la coronela","dry mill","Specialty Coffee Association of Costa Rica","Nicaragua",1000,1000,1000,275,"69 kg","Arabica",NA,NA,7.42,7,7,7.17,7.08,7,9.33,8.67,10,0.1,0,0,"Bluish-Green",77.83
"1248","cafe politico",NA,"n/a","Specialty Coffee Association","Brazil",NA,NA,NA,1,"5 lbs","Arabica",NA,"Washed / Wet",7,6.75,6.67,6.83,7.08,6.83,10,10,10,0.11,0,2,NA,77.83
"1249","juan luis alvarado romero","el sacramento","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"1 kg","Arabica","Bourbon","Washed / Wet",7,6.83,6.67,7.17,6.83,6.83,10,10,10,0.11,0,2,"Green",77.83
"1250","lin, che-hao krude 林哲豪","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","Specialty Coffee Association","Taiwan",750,800,775,100,"10 kg","Arabica","Typica","Washed / Wet",7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,0.11,0,0,"Bluish-Green",77.67
"1251","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,5,"100 lbs","Arabica",NA,"Natural / Dry",7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,0.12,1,5,"Green",77.58
"1252","stephany escamilla femat","rancho los laureles","rancho los laureles","AMECAFE","Mexico",1300,1300,1300,23,"1 kg","Arabica","Typica","Washed / Wet",7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,0.13,0,3,"Green",77.5
"1253","juan luis alvarado romero","la esperanza y anexos","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.08,6.92,6.33,7,6.92,7,10,10,10,0.11,2,15,"Green",77.42
"1254","ipanema coffees","fazenda capoeirnha","dry mill","Brazil Specialty Coffee Association","Brazil",890,890,890,320,"60 kg","Arabica","Bourbon","Natural / Dry",7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,0,0,3,"Green",77.33
"1255","juan luis alvarado romero","various","las americas","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,275,"69 kg","Arabica","Other","Washed / Wet",7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,0.1,1,2,"Green",77.33
"1256","israel eduardo paz garcia","el naranjo","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1500,1500,1500,10,"1 kg","Arabica","Typica","Washed / Wet",7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,0.15,4,5,"None",77.33
"1257","myriam kaplan-pasternak","mixed","kkkld","Specialty Coffee Association","Haiti",400,1250,825,1,"4 lbs","Arabica","Typica","Washed / Wet",6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,0.1,0,1,NA,77.25
"1258","eileen koyanagi",NA,"kona pacific farmers cooperative","Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,9,"2 lbs","Arabica",NA,"Natural / Dry",7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,0.12,1,5,"Green",77.25
"1259","alejandro garcia palacios","finca los andes","finca la fortuna","AMECAFE","Mexico",1200,1200,1200,10,"1 kg","Arabica","Other","Washed / Wet",7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,0.12,1,11,"Green",77.17
"1260","andrew bowman","producer group (approx. 1,000 farmers)","n/a","Specialty Coffee Association","Peru",900,1500,1200,275,"2 kg","Arabica","Caturra","Washed / Wet",7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,0,7,9,"Green",77
"1261","joshua marsceau",NA,"aspinwall & co. ltd, mangalore","Specialty Coffee Association","India",NA,NA,NA,20,"50 kg","Arabica",NA,"Natural / Dry",7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,0,0,0,"Green",76.83
"1262","masamichi hiroike","various","various smallholders' wet mills","Specialty Coffee Association","Mexico",1200,1200,1200,250,"6","Arabica","Typica",NA,6.67,6.33,6.42,6.83,7,6.92,10,10,10,0,0,0,NA,76.75
"1263","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"2 kg","Arabica","Bourbon","Washed / Wet",6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,0.12,0,4,"None",76.5
"1264","homero antonio de anda andrade",NA,"exportadora moretto s.a. de c.v.","AMECAFE","Mexico",1100,1100,1100,10,"1 kg","Arabica","Typica","Washed / Wet",7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,0.13,0,14,"Green",76.42
"1265","juan luis alvarado romero","agropecuaria quiagral","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,0.11,0,8,"Green",76.33
"1266","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"2 kg","Arabica","Bourbon","Washed / Wet",6.17,6.5,6.5,7.17,7,6.83,10,10,10,0.11,0,5,NA,76.33
"1267","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,2,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,0,0,0,"Green",76.25
"1268","eileen koyanagi",NA,"kona pacific farmers cooperative","Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,6,"100 lbs","Arabica",NA,"Natural / Dry",7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,0,0,3,"Bluish-Green",76.17
"1269","israel eduardo paz garcia","agua de la mariposa","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1400,1400,1400,11,"1 kg","Arabica","Typica","Washed / Wet",7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,0.16,2,4,"None",76.17
"1270","william ho","1","1","Specialty Coffee Association","Indonesia",3500,3500,3500,15,"2 kg","Arabica","Other","Natural / Dry",7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,0.12,4,26,"None",76.17
"1271","guillermo eduardo bobadilla muguira","finca tepictla","tepictla y xalapa veracruz","AMECAFE","Mexico",1250,1250,1250,20,"1 kg","Arabica","Bourbon","Washed / Wet",7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,0.12,0,12,"Green",76.08
"1272","cafes finos de exportacion s de r.l.","various","cafes finos de exportacion s. de r.l.","Instituto Hondure<U+00F1>o del Café","Honduras",1350,1350,1350,275,"2 kg","Arabica","Pacas","Natural / Dry",6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,0.11,0,7,"Green",76
"1273","ana gonzales","various",NA,"Specialty Coffee Association","Philippines",1000,1000,1000,1,"2 kg","Arabica",NA,"Washed / Wet",6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,0.12,0,2,"Green",75.83
"1274","volcafe ltda. - brasil",NA,"copag","Brazil Specialty Coffee Association","Brazil",NA,NA,NA,440,"59 kg","Arabica",NA,"Natural / Dry",7.17,7,6.83,7.5,7.17,7,8,8,10,0.11,0,6,"Green",75.67
"1275","juan luis alvarado romero","agropecuaria quiagral","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,0.11,0,15,"Green",75.58
"1276","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"1 kg","Arabica","Bourbon","Washed / Wet",6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,0.12,0,10,NA,75.58
"1277","juana rodriguez gutierrez","la joya","palo blanco, tlacuilotepec, puebla","AMECAFE","Mexico",1100,1100,1100,10,"1 kg","Arabica","Pacamara","Washed / Wet",7.5,7.25,6.92,7,7.17,6.83,8,8,10,0.11,4,20,"Green",75.5
"1278","francisco hernandez lorenzo","zaragoza, montelibano, pamal navil","zaragoza, montelibano, pamal navil","AMECAFE","Mexico",1200,1200,1200,100,"1 kg","Arabica","Mundo Novo","Washed / Wet",7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,0.11,0,20,"Green",75.17
"1279","montegrande","finca monte grande",NA,"AMECAFE","Mexico",1100,1100,1100,36,"1 kg","Arabica","Other","Washed / Wet",7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,0.12,0,8,NA,75.17
"1280","martin jimenez casiano","pe<U+00F1>a campana","pe<U+00F1>a campana","AMECAFE","Mexico",1280,1280,1280,18,"1 kg","Arabica","Typica","Washed / Wet",7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,0.13,23,29,"Bluish-Green",75.17
"1281","grupo juvenil magtayani, ac","la cruz","mecatlán veracruz","AMECAFE","Mexico",850,850,850,43,"1 kg","Arabica","Typica","Washed / Wet",7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,0.14,15,7,"Green",75
"1282","israel eduardo paz garcia","el limón","zaragoza itundujia, oaxaca","AMECAFE","Mexico",1500,1500,1500,14,"1 kg","Arabica","Typica","Washed / Wet",7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,0.17,0,6,"None",74.92
"1283","pablo enrique martinez gama","la ordu<U+00F1>a","falcafe s.a. de c.v.","AMECAFE","Mexico",1250,1250,1250,20,"1 kg","Arabica","Typica","Washed / Wet",7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,0.12,0,30,"Green",74.83
"1284","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"1 kg","Arabica","Bourbon","Washed / Wet",6.75,6.5,6.17,7,7.25,6.75,8,10,10,0.11,0,8,NA,74.75
"1285","juan luis alvarado romero","conquista / morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",NA,NA,NA,250,"1 kg","Arabica","Bourbon","Washed / Wet",6.75,6.67,6.17,7.17,7,6.58,8,10,10,0.11,0,10,NA,74.75
"1286","nestor mendez gomez","sierra madre","angel albino corzo, chiapas","AMECAFE","Mexico",1700,1700,1700,275,"1 kg","Arabica","Typica","Washed / Wet",7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,0.12,0,7,"Green",74.67
"1287","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,3,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,0,1,2,"Blue-Green",74.42
"1288","juan luis alvarado romero","la castellana","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,0.11,1,1,"Green",74.33
"1289","jorge octavio escamilla prado","las ceibas","catuai amarillo sss","AMECAFE","Mexico",1140,1140,1140,20,"1 kg","Arabica","Typica","Washed / Wet",7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,0.14,3,11,"Green",74.33
"1290","myrna roxana galvez gonzalez","la marina-el orizabe<U+00F1>o","beneficio de café tecoxolco s. de r.l. de c.v.","AMECAFE","Mexico",1200,1200,1200,100,"1 kg","Arabica","Typica","Washed / Wet",6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,0.13,0,27,"None",74
"1291","eugene holman pew","rancho vigia","rancho vigia","AMECAFE","Mexico",1250,1250,1250,20,"1 kg","Arabica","Typica","Washed / Wet",7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,0.12,0,19,"Green",73.83
